sheet_year,block_label,block_month,block_year,berth_label,berth_name,berth_length_ft,group_label,row_index,start_col,start_day,end_day,span_days,span_source,start_date,end_date,date_valid,raw_value,fill
2001,AUGUST 2001,8,2001,North Pier East - 240',North Pier East,240,"",83,S,18,18,1,single,2001-08-18,2001-08-18,true,R/V Silver Osprey,"solid|fg=rgb=""FFFFC000"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,North Pier East - 240',North Pier East,240,"",83,AB,27,31,5,fill_run,2001-08-27,2001-08-31,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,Inner Channel - 55',Inner Channel,55,"",84,R,17,18,2,fill_run,2001-08-17,2001-08-18,true,M/V QUIET PETREL,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,Inner Channel - 55',Inner Channel,55,"",84,T,19,21,3,fill_run,2001-08-19,2001-08-21,true,R/V Long Marlin,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float West - 90',South Float West,90,"",85,G,6,6,1,single,2001-08-06,2001-08-06,true,S/V AMBER FATHOM,"solid|fg=theme=""9"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,F,5,5,1,single,2001-08-05,2001-08-05,true,S/V AMBER FATHOM,"solid|fg=theme=""9"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,G,6,7,2,fill_run,2001-08-06,2001-08-07,true,S/V CORAL COMPASS,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,I,8,12,5,fill_run,2001-08-08,2001-08-12,true,S/V FAR HORIZON,"solid|fg=rgb=""FFFFFF00"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,U,20,20,1,single,2001-08-20,2001-08-20,true,S/V FAR HORIZON,"solid|fg=rgb=""FFFFFF00"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,V,21,21,1,single,2001-08-21,2001-08-21,true,S/V Green Petrel,""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,X,23,28,6,fill_run,2001-08-23,2001-08-28,true,S/V FAR HORIZON,"solid|fg=rgb=""FFFFFF00"" |bg=indexed=""64"""
2001,AUGUST 2001,8,2001,South Float East - 90',South Float East,90,"",86,AE,30,31,2,fill_run,2001-08-30,2001-08-31,true,S/V FAR HORIZON,"solid|fg=rgb=""FFFFFF00"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier West - 410',North Pier West,410,"",92,B,1,3,3,fill_run,2001-09-01,2001-09-03,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier West - 410',North Pier West,410,"",92,E,4,4,1,single,2001-09-04,2001-09-04,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier West - 410',North Pier West,410,"",92,I,8,9,2,fill_run,2001-09-08,2001-09-09,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier West - 410',North Pier West,410,"",92,K,10,17,8,fill_run,2001-09-10,2001-09-17,true,R/V CLEAR SEXTANT,"solid|fg=rgb=""FF92D050"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier West - 410',North Pier West,410,"",92,Y,24,24,1,single,2001-09-24,2001-09-24,true,Tug BLUE FATHOM,"solid|fg=theme=""9"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier West - 410',North Pier West,410,"",92,AD,29,30,2,fill_run,2001-09-29,2001-09-30,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier Face - 75',North Pier Face,75,"",93,E,4,4,1,single,2001-09-04,2001-09-04,true,M/V Coral Kestrel,"solid|fg=theme=""0"" tint=""-0.1499984740745262"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier East - 240',North Pier East,240,"",94,F,5,13,9,fill_run,2001-09-05,2001-09-13,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier East - 240',North Pier East,240,"",94,O,14,14,1,single,2001-09-14,2001-09-14,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier East - 240',North Pier East,240,"",94,R,17,20,4,fill_run,2001-09-17,2001-09-20,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier East - 240',North Pier East,240,"",94,V,21,22,2,repeat,2001-09-21,2001-09-22,true,M/V GREY HARBOR,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,North Pier East - 240',North Pier East,240,"",94,AC,28,28,1,single,2001-09-28,2001-09-28,true,OSV DEEP HARBOR,""
2001,SEPTEMBER 2001,9,2001,South Float East - 90',South Float East,90,"",97,B,1,1,1,single,2001-09-01,2001-09-01,true,S/V FAR HORIZON,"solid|fg=rgb=""FFFFFF00"" |bg=indexed=""64"""
2001,SEPTEMBER 2001,9,2001,South Float East - 90',South Float East,90,"",97,AC,28,28,1,single,2001-09-28,2001-09-28,true,Barge WESTERN COVE,"solid|fg=theme=""0"" tint=""-0.3499862666707358"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,North Pier West - 410',North Pier West,410,"",103,C,2,3,2,fill_run,2001-10-02,2001-10-03,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,North Pier West - 410',North Pier West,410,"",103,Q,16,17,2,fill_run,2001-10-16,2001-10-17,true,R/V GOLDEN MARLIN,"solid|fg=rgb=""FFFF66CC"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,North Pier West - 410',North Pier West,410,"",103,V,21,21,1,single,2001-10-21,2001-10-21,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,North Pier West - 410',North Pier West,410,"",103,X,23,23,1,single,2001-10-23,2001-10-23,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,North Pier East - 240',North Pier East,240,"",105,H,7,11,5,fill_run,2001-10-07,2001-10-11,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,North Pier East - 240',North Pier East,240,"",105,V,21,27,7,fill_run,2001-10-21,2001-10-27,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,OCTOBER 2001,10,2001,South Float East - 90',South Float East,90,"",108,J,9,15,7,fill_run,2001-10-09,2001-10-15,true,S/V FAR HORIZON,"solid|fg=rgb=""FFFFFF00"" |bg=indexed=""64"""
2001,NOVEMBER 2001,11,2001,North Pier West - 410',North Pier West,410,"",114,H,7,17,11,fill_run,2001-11-07,2001-11-17,true,R/V CLEAR SEXTANT,"solid|fg=rgb=""FF92D050"" |bg=indexed=""64"""
2001,NOVEMBER 2001,11,2001,North Pier West - 410',North Pier West,410,"",114,AE,30,30,1,single,2001-11-30,2001-11-30,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,NOVEMBER 2001,11,2001,North Pier Face - 75',North Pier Face,75,"",115,H,7,9,3,fill_run,2001-11-07,2001-11-09,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,NOVEMBER 2001,11,2001,North Pier Face - 75',North Pier Face,75,"",115,L,11,11,1,single,2001-11-11,2001-11-11,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,NOVEMBER 2001,11,2001,North Pier East - 240',North Pier East,240,"",116,B,1,30,30,fill_run,2001-11-01,2001-11-30,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2001,NOVEMBER 2001,11,2001,Inner Channel - 55',Inner Channel,55,"",117,L,11,11,1,single,2001-11-11,2001-11-11,true,M/V Coral Kestrel,"solid|fg=theme=""0"" tint=""-0.3499862666707358"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",125,F,5,5,1,single,2001-12-05,2001-12-05,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",125,H,7,7,1,single,2001-12-07,2001-12-07,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",125,K,10,10,1,single,2001-12-10,2001-12-10,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",125,M,12,12,1,single,2001-12-12,2001-12-12,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",125,Q,16,16,1,single,2001-12-16,2001-12-16,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",125,V,21,21,1,single,2001-12-21,2001-12-21,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2001,DECEMBER 2001,12,2001,North Pier East - 240',North Pier East,240,"",127,B,1,31,31,fill_run,2001-12-01,2001-12-31,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",3,G,6,6,1,single,2001-12-06,2001-12-06,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",3,I,8,8,1,single,2001-12-08,2001-12-08,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",3,L,11,11,1,single,2001-12-11,2001-12-11,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",3,N,13,13,1,single,2001-12-13,2001-12-13,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",3,R,17,17,1,single,2001-12-17,2001-12-17,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier West - 410',North Pier West,410,"",3,W,22,22,1,single,2001-12-22,2001-12-22,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,DECEMBER 2001,12,2001,North Pier East - 240',North Pier East,240,"",5,B,1,31,31,fill_run,2001-12-01,2001-12-31,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier West - 410',North Pier West,410,"",14,K,10,14,5,fill_run,2002-01-10,2002-01-14,true,R/V Blue Reef,"solid|fg=theme=""9"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier West - 410',North Pier West,410,"",14,P,15,17,3,fill_run,2002-01-15,2002-01-17,true,M/Y Deep Petrel,"solid|fg=theme=""7"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier West - 410',North Pier West,410,"",14,X,23,23,1,single,2002-01-23,2002-01-23,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier West - 410',North Pier West,410,"",14,Z,25,25,1,single,2002-01-25,2002-01-25,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier West - 410',North Pier West,410,"",14,AE,30,31,2,repeat,2002-01-30,2002-01-31,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier Face - 75',North Pier Face,75,"",15,C,2,2,1,single,2002-01-02,2002-01-02,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier Face - 75',North Pier Face,75,"",15,E,4,4,1,single,2002-01-04,2002-01-04,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,North Pier East - 240',North Pier East,240,"",16,B,1,31,31,fill_run,2002-01-01,2002-01-31,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JANUARY 2002,1,2002,Inner Channel - 55',Inner Channel,55,"",17,J,9,14,6,fill_run,2002-01-09,2002-01-14,true,R/V Grey Beacon,"solid|fg=theme=""7"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier West - 410',North Pier West,410,"",25,D,3,3,1,single,2002-02-03,2002-02-03,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier West - 410',North Pier West,410,"",25,I,8,9,2,fill_run,2002-02-08,2002-02-09,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier West - 410',North Pier West,410,"",25,M,12,13,2,fill_run,2002-02-12,2002-02-13,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier West - 410',North Pier West,410,"",25,S,18,18,1,single,2002-02-18,2002-02-18,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier West - 410',North Pier West,410,"",25,U,20,20,1,single,2002-02-20,2002-02-20,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier West - 410',North Pier West,410,"",25,X,23,23,1,single,2002-02-23,2002-02-23,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,FEBRUARY 2002,2,2002,North Pier East - 240',North Pier East,240,"",27,B,1,28,28,fill_run,2002-02-01,2002-02-28,true,Barge SALT DORY,"solid|fg=theme=""4"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,MARCH 2002,3,2002,North Pier West - 410',North Pier West,410,"",36,S,18,18,1,single,2002-03-18,2002-03-18,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,MARCH 2002,3,2002,North Pier West - 410',North Pier West,410,"",36,Z,25,26,2,fill_run,2002-03-25,2002-03-26,true,Tug WESTERN CURRENT,"solid|fg=theme=""9"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,MARCH 2002,3,2002,North Pier West - 410',North Pier West,410,"",36,AF,31,31,1,single,2002-03-31,2002-03-31,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,MARCH 2002,3,2002,North Pier Face - 75',North Pier Face,75,"",37,AB,27,28,2,repeat,2002-03-27,2002-03-28,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MARCH 2002,3,2002,North Pier East - 240',North Pier East,240,"",38,B,1,23,23,fill_run,2002-03-01,2002-03-23,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MARCH 2002,3,2002,North Pier East - 240',North Pier East,240,"",38,Z,25,26,2,fill_run,2002-03-25,2002-03-26,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,APRIL 2002,4,2002,North Pier West - 410',North Pier West,410,"",47,B,1,1,1,single,2002-04-01,2002-04-01,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,APRIL 2002,4,2002,North Pier West - 410',North Pier West,410,"",47,N,13,13,1,single,2002-04-13,2002-04-13,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,APRIL 2002,4,2002,North Pier West - 410',North Pier West,410,"",47,P,15,17,3,fill_run,2002-04-15,2002-04-17,true,Tug WESTERN CURRENT,"solid|fg=theme=""9"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,APRIL 2002,4,2002,North Pier West - 410',North Pier West,410,"",47,AA,26,30,5,fill_run,2002-04-26,2002-04-30,true,R/V Grey Marlin,"solid|fg=theme=""6"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,APRIL 2002,4,2002,North Pier East - 240',North Pier East,240,"",49,C,2,3,2,repeat,2002-04-02,2002-04-03,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,APRIL 2002,4,2002,North Pier East - 240',North Pier East,240,"",49,U,20,27,8,fill_run,2002-04-20,2002-04-27,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,E,4,8,5,fill_run,2002-05-04,2002-05-08,true,OSV Amber Cove,"solid|fg=theme=""6"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,J,9,11,3,fill_run,2002-05-09,2002-05-11,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,O,14,15,2,fill_run,2002-05-14,2002-05-15,true,R/V Wild Kestrel,"solid|fg=theme=""9"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,V,21,21,1,single,2002-05-21,2002-05-21,true,R/V Wild Kestrel,"solid|fg=theme=""9"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,Y,24,24,1,single,2002-05-24,2002-05-24,true,R/V Wild Kestrel,"solid|fg=theme=""9"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,AA,26,26,1,single,2002-05-26,2002-05-26,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,AC,28,28,1,single,2002-05-28,2002-05-28,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier West - 410',North Pier West,410,"",58,AE,30,30,1,single,2002-05-30,2002-05-30,true,Barge WESTERN COVE,"solid|fg=theme=""7"" tint=""0.3999755851924192"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier Face - 75',North Pier Face,75,"",59,C,2,2,1,single,2002-05-02,2002-05-02,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier Face - 75',North Pier Face,75,"",59,E,4,4,1,single,2002-05-04,2002-05-04,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier Face - 75',North Pier Face,75,"",59,I,8,9,2,repeat,2002-05-08,2002-05-09,true,R/V LONG ANCHOR,""
2002,MAY 2002,5,2002,North Pier Face - 75',North Pier Face,75,"",59,L,11,11,1,single,2002-05-11,2002-05-11,true,R/V LONG ANCHOR,""
2002,MAY 2002,5,2002,North Pier East - 240',North Pier East,240,"",60,B,1,1,1,single,2002-05-01,2002-05-01,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier East - 240',North Pier East,240,"",60,E,4,7,4,fill_run,2002-05-04,2002-05-07,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier East - 240',North Pier East,240,"",60,K,10,13,4,fill_run,2002-05-10,2002-05-13,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier East - 240',North Pier East,240,"",60,R,17,20,4,fill_run,2002-05-17,2002-05-20,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,North Pier East - 240',North Pier East,240,"",60,AE,30,31,2,fill_run,2002-05-30,2002-05-31,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,South Float East - 90',South Float East,90,"",63,C,2,3,2,fill_run,2002-05-02,2002-05-03,true,M/V Iron Horizon,"solid|fg=rgb=""FFFF6600"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,South Float East - 90',South Float East,90,"",63,G,6,6,1,single,2002-05-06,2002-05-06,true,S/V Golden Heron,"solid|fg=rgb=""FFFF6600"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,South Float East - 90',South Float East,90,"",63,J,9,12,4,fill_run,2002-05-09,2002-05-12,true,S/V Golden Heron,"solid|fg=rgb=""FFFF6600"" |bg=indexed=""64"""
2002,MAY 2002,5,2002,South Float East - 90',South Float East,90,"",63,Y,24,25,2,fill_run,2002-05-24,2002-05-25,true,S/V Golden Heron,"solid|fg=rgb=""FFFF6600"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,D,3,3,1,single,2002-06-03,2002-06-03,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,E,4,4,1,single,2002-06-04,2002-06-04,true,R/V Wild Kestrel,"solid|fg=theme=""9"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,I,8,8,1,single,2002-06-08,2002-06-08,true,M/V Quiet Petrel,"solid|fg=theme=""2"" tint=""-0.249977111117893"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,M,12,12,1,single,2002-06-12,2002-06-12,true,R/V Coral Current,"solid|fg=rgb=""FFFFC000"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,O,14,14,1,single,2002-06-14,2002-06-14,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,S,18,18,1,single,2002-06-18,2002-06-18,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,W,22,22,1,single,2002-06-22,2002-06-22,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,Y,24,24,1,single,2002-06-24,2002-06-24,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier West - 410',North Pier West,410,"",69,AD,29,30,2,repeat,2002-06-29,2002-06-30,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier Face - 75',North Pier Face,75,"",70,E,4,4,1,single,2002-06-04,2002-06-04,true,R/V Wild Kestrel,"solid|fg=theme=""9"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier Face - 75',North Pier Face,75,"",70,J,9,9,1,single,2002-06-09,2002-06-09,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier Face - 75',North Pier Face,75,"",70,AC,28,29,2,repeat,2002-06-28,2002-06-29,true,R/V LONG ANCHOR,"solid|fg=theme=""5"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier East - 240',North Pier East,240,"",71,B,1,15,15,fill_run,2002-06-01,2002-06-15,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier East - 240',North Pier East,240,"",71,V,21,23,3,fill_run,2002-06-21,2002-06-23,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,North Pier East - 240',North Pier East,240,"",71,AB,27,30,4,fill_run,2002-06-27,2002-06-30,true,Barge SALT DORY,"solid|fg=theme=""3"" tint=""0.5999938962981048"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,South Float East - 90',South Float East,90,"",74,O,14,14,1,single,2002-06-14,2002-06-14,true,S/V Golden Heron,"solid|fg=rgb=""FFFF0000"" |bg=indexed=""64"""
2002,JUNE 2002,6,2002,South Float East - 90',South Float East,90,"",74,Q,16,17,2,fill_run,2002-06-16,2002-06-17,true,Barge WESTERN COVE,"solid|fg=theme=""7"" tint=""0.3999755851924192"" |bg=indexed=""64"""
